Ticker,Name,Industry,Sub-Industry,Headquarters Location,Date added,Founded,domain,investor_page
PCG,PG&E Corporation,Utilities,Multi-Utilities,"San Francisco, California",10/3/2022,1905,pge.com,https://investor.pgecorp.com/investors/default.aspx
PM,Philip Morris International,Consumer Staples,Tobacco,"New York City, New York",3/31/2008,2008 (1847),pmi.com,https://investors.pmi.com
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",5/1/2012,2012 (1917),suse.com,https://suse.com/investor-relations
PNW,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona",10/4/1999,1985,pinnaclewest.com,https://www.pinnaclewest.com/investors/
PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,"Irving, Texas",9/24/2008,1997,pxd.com,https://investors.pxd.com/investors/overview/default.aspx
PNC,PNC Financial Services,Financials,Regional Banks,"Pittsburgh, Pennsylvania",4/30/1988,1845,pnc.com,https://investor.pnc.com
POOL,Pool Corporation,Consumer Discretionary,Distributors,"Covington, Louisiana",10/7/2020,1993,poolcorp.com,https://poolcorp.com/investor-relations
PPG,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",3/4/1957,1883,ppg.com,https://investor.ppg.com/home/default.aspx
PPL,PPL Corporation,Utilities,Electric Utilities,"Allentown, Pennsylvania",10/1/2001,1920,pplmotorhomes.com,https://pitchbook.com/profiles/company/54405-91
PFG,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",7/22/2002,1879,principal.com,https://investors.principal.com
PG,Procter & Gamble,Consumer Staples,Personal Products,"Cincinnati, Ohio",3/4/1957,1837,pg.com,https://pginvestor.com/
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",8/4/1997,1937,progressiveagent.com,https://investors.progressive.com/home/default.aspx
PLD,Prologis,Real Estate,Industrial REITs,"San Francisco, California",7/17/2003,1983,prologis.com,https://investor.prologis.com
PRU,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey",7/22/2002,1875,prudential.com,https://prudential.com/investor-relations
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,"Newark, New Jersey",3/4/1957,1903,pseg.com,https://pseg.com/investor-relations
PTC,PTC,Information Technology,Application Software,"Boston, Massachusetts",4/20/2021,1985,ptc.com,https://investor.ptc.com/investor-overview/default.aspx
PSA,Public Storage,Real Estate,Specialized REITs,"Glendale, California",8/19/2005,1972,publicstorage.com,http://investors.publicstorage.com.ayouweb.com/
PHM,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",4/30/1984,1956,pultegroupinc.com,https://www.pultegroupinc.com/investor-relations/investor-overview/default.aspx?print=1
QRVO,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina",6/11/2015,2015,qorvo.com,https://qorvo.com/investors
PWR,Quanta Services,Industrials,Construction & Engineering,"Houston, Texas",7/1/2009,1997,quantaservices.com,https://investors.quantaservices.com
QCOM,Qualcomm,Information Technology,Semiconductors,"San Diego, California",7/22/1999,1985,qualcomm.com,https://investor.qualcomm.com/overview/default.aspx
DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",12/12/2002,1967,questdiagnostics.com,https://ir.questdiagnostics.com/investor-resources/shareholder-inquiries/default.aspx
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",2/2/2007,1967,corporate.ralphlauren.com/investor-relations,https://corporate.ralphlauren.com/investor-relations
RJF,Raymond James,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",3/20/2017,1962,raymondjames.com,https://www.raymondjames.com/investor-relations/news-and-events/shareholders-meeting
RTX,Raytheon Technologies,Industrials,Aerospace & Defense,"Waltham, Massachusetts",3/4/1957,1922,rtx.com,https://investors.rtx.com
O,Realty Income,Real Estate,Retail REITs,"San Diego, California",4/7/2015,1969,realtyincome.com,https://iocharts.io/stocks/O
REG,Regency Centers,Real Estate,Retail REITs,"Jacksonville,Â Florida",3/2/2017,1963,regencycenters.com,https://investors.regencycenters.com
REGN,Regeneron,Health Care,Biotechnology,"Tarrytown, New York",5/1/2013,1988,regeneron.com,https://investor.regeneron.com
RF,Regions Financial Corporation,Financials,Regional Banks,"Birmingham, Alabama",8/28/1998,1971,regions.com,https://regions.com/investor-relations
RSG,Republic Services,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",12/5/2008,1998 (1981),republic.com,https://investor.republicservices.com/
RMD,ResMed,Health Care,Health Care Equipment,"San Diego, California",7/26/2017,1989,resmed.com,https://investor.resmed.com
RHI,Robert Half,Industrials,Human Resource & Employment Services,"Menlo Park, California",12/5/2000,1948,roberthalf.com,https://roberthalf.com/investor-relations
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",,1903,rockwellautomation.com,https://www.rockwellautomation.com/en-us/company/investor-relations.html
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,"Atlanta, Georgia",10/1/2018,1948,rollins.com,https://rollins.com/investor-relations
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida",12/23/2009,1981,ropertech.com,https://investors.ropertech.com
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California",12/21/2009,1982,rossstores.com,https://investors.rossstores.com
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",12/5/2014,1997,royalcaribbean.com,https://www.datanyze.com/companies/royal-caribbean/73287411
SPGI,S&P Global,Financials,Financial Exchanges & Data,"New York City, New York",3/4/1957,1917,wps.com,https://wps.com/investor-relations
CRM,Salesforce,Information Technology,Application Software,"San Francisco, California",9/15/2008,1999,salesforce.com,https://investor.salesforce.com/overview/default.aspx
SBAC,SBA Communications,Real Estate,Specialized REITs,"Boca Raton, Florida",9/1/2017,1989,sbasite.com,https://ir.sbasite.com/English/Investors-overview/Overview/default.aspx
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,"Cura?ao,Â Kingdom of the Netherlands",3/4/1957,1926,slb.com,https://investorcenter.slb.com/governance/investor-relations-management
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",7/2/2012,1979,seagate.com,https://www.sec.gov/Archives/edgar/data/1137789/000113778925000148/stx-20250729.htm
SEE,Sealed Air,Materials,Paper Packaging,"Charlotte, North Carolina",3/4/1957,1960,sealedair.com,https://www.sealedair.com/company/investors.About
SRE,Sempra Energy,Utilities,Multi-Utilities,"San Diego, California",2001?,1998,sempra.com,https://www.sempra.com/investors
NOW,ServiceNow,Information Technology,Systems Software,"Santa Clara, California",11/21/2019,2003,servicenow.com,https://airepaint.com/article/service-now-investor-relations
SHW,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",6/30/1964,1866,sherwin-williams.com,https://investors.sherwin-williams.com/investor-home/default.aspx
SPG,Simon Property Group,Real Estate,Retail REITs,"Indianapolis, Indiana",6/26/2002,2003,business.simon.com,https://investors.simon.com/
SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Irvine, California",3/12/2015,2002,skyworksinc.com,https://investors.skyworksinc.com
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",11/6/2008,1897,jmsmucker.com,https://jmsmucker.com/investor-relations
SNA,Snap-on,Industrials,Industrial Machinery,"Kenosha, Wisconsin",9/30/1982,1920,snapon.com,https://snapon.com/investor-relations
SEDG,SolarEdge,Information Technology,Semiconductor Equipment,"Herzliya, Israel",12/20/2021,2006,solaredge.com,https://investors.solaredge.com
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",3/4/1957,1945,southerncompany.com,https://investor.southerncompany.com
LUV,Southwest Airlines,Industrials,Airlines,"Dallas, Texas",7/1/1994,1967,southwestairlinesinvestorrelations.com,https://www.southwestairlinesinvestorrelations.com/
SWK,Stanley Black & Decker,Industrials,Industrial Machinery,"New Britain, Connecticut",9/30/1982,1843,stanleyblackanddecker.com,https://stanleyblackanddecker.com/investor-relations
SBUX,Starbucks,Consumer Discretionary,Restaurants,"Seattle, Washington",6/7/2000,1971,investor.starbucks.com/ir-home/default.aspx,https://investor.starbucks.com/ir-home/default.aspx
STT,State Street Corporation,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",3/14/2003,1792,statestreet.com,https://investors.statestreet.com/investor-resources/investor-contacts/default.aspx
STLD,Steel Dynamics,Materials,Steel,"Fort Wayne, Indiana",12/22/2022,1993,steeldynamics.com,https://ir.steeldynamics.com/steel-dynamics-appoints-jennifer-hamann-to-the-companys-board-of-directors/
STE,Steris,Health Care,Health Care Equipment,"Dublin, Ireland",12/23/2019,1985,steris.com,https://steris.com/investors
SYK,Stryker Corporation,Health Care,Health Care Equipment,"Kalamazoo, Michigan",12/12/2000,1941,stryker.com,https://investors.stryker.com/home/default.aspx
SYF,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",11/18/2015,2003,synchrony.com,https://investors.synchrony.com
SNPS,Synopsys,Information Technology,Application Software,"Mountain View, California",3/16/2017,1986,synopsys.com,https://investor.synopsys.com/overview/default.aspx
SYY,Sysco,Consumer Staples,Food Distributors,"Houston, Texas",12/31/1986,1969,sysco.com,https://sysco.com/investor-relations
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",7/15/2019,1994,google.com,https://about.google/company-info/reports/
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",,1937,investor.t-mobile.com/overview/default,https://investor.t-mobile.com/overview/default.aspx
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York City, New York",3/19/2018,1993,take2games.com/ir,https://markets.financialcontent.com/stocks/article/bizwire-2024-2-8-take-two-interactive-software-inc-reports-results-for-fiscal-third-quarter-2024
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",9/1/2004,2017,tapestry.com,https://tapestry.com/investors
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",10/12/2022,2005,home.saxo,https://home.saxo/investor-relations
TGT,Target Corporation,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",12/31/1976,1902,corporate.target.com/investors,https://corporate.target.com/investors
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",10/17/2011,2007,te.com,https://investors.te.com/investor-home/default.aspx
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",6/22/2020,1960,teledyne.com,https://www.teledyne.com/investors/investor-information
TFX,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",1/18/2019,1943,teleflex.com,https://investors.teleflex.com/home/default.aspx
TER,Teradyne,Information Technology,Semiconductor Equipment,"North Reading, Massachusetts",9/21/2020,1960,teradyne.com,https://investors.teradyne.com
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,"Austin, Texas",12/21/2020,2003,tesla.com,https://ir.tesla.com/
TXN,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",,1930,ti.com,https://investor.ti.com
TXT,Textron,Industrials,Aerospace & Defense,"Providence, Rhode Island",12/31/1978,1923,textron.com,https://investor.textron.com/investors/default.aspx
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",8/3/2004,2006 (1902),thermofisher.com,https://ir.thermofisher.com/investors/contact-us/investor-email-alerts/default.aspx
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",9/30/1985,1987,tjx.com,https://investor.tjx.com
TSCO,Tractor Supply,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",1/24/2014,1938,tractorsupply.com,https://corporate.tractorsupply.com/investor-relations/resources/investor-email-alerts/default.aspx
TT,Trane Technologies,Industrials,Building Products,"Dublin, Ireland",11/17/2010,1871,tranetechnologies.com,https://investors.tranetechnologies.com/investor-resources/investor-information/default.aspx
TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",6/3/2016,1993,transdigm.com,https://www.transdigm.com/investor-relations/
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,"New York City, New York",8/21/2002,1853,travelers.com,https://investor.travelers.com
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado",1/21/2021,1978,trimble.com,https://investor.trimble.com/overview/default.aspx
TFC,Truist,Financials,Regional Banks,"Charlotte, North Carolina",12/4/1997,1872,truist.com,https://truist.com/investors
TYL,Tyler Technologies,Information Technology,Application Software,"Plano, Texas",6/22/2020,1966,tylertech.com,https://investors.tylertech.com/resources/investor-contacts/default.aspx
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",8/10/2005,1935,ir.tyson.com/investor-home/default.aspx,https://ir.tyson.com/investor-home/default.aspx
USB,U.S. Bank,Financials,Diversified Banks,"Minneapolis, Minnesota",,1968,usbank.com,https://ir.usbank.com/overview/default.aspx
UDR,"UDR, Inc.",Real Estate,Residential REITs,"Highlands Ranch, Colorado",3/7/2016,1972,udr.com,https://ir.udr.com/investor-relations-overview/default.aspx
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",4/18/2016,1990,ulta.com,https://www.ulta.com/investor/news-events/press-releases/detail/184/ulta-beauty-to-participate-in-upcoming-investor-conferences
UNP,Union Pacific Corporation,Industrials,Railroads,"Omaha, Nebraska",3/4/1957,1862,up.com,https://up.com/investor-relations
UAL,United Airlines Holdings,Industrials,Airlines,"Chicago, Illinois",9/3/2015,1967,ir.united.com/investor-relations/,https://ir.united.com/
UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",7/22/2002,1907,investors.ups.com,https://investors.ups.com/investors
URI,United Rentals,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",9/20/2014,1997,unitedrentals.com,https://investors.unitedrentals.com
UNH,UnitedHealth Group,Health Care,Managed Health Care,"Minnetonka, Minnesota",7/1/1994,1977,unitedhealthgroup.com,https://unitedhealthgroup.com/investor-relations
UHS,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",9/20/2014,1979,uhs.com,https://ir.uhs.com/
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",12/20/2002,1980,valero.com,https://www.valero.com/about/our-history
VTR,Ventas,Real Estate,Health Care REITs,"Chicago, Illinois",3/4/2009,1998,ventasreit.com,https://quarterlytics.com/company/ventas_vtr/
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",2/1/2006,1995,verisign.com,https://investor.verisign.com
VRSK,Verisk,Industrials,Research & Consulting Services,"Jersey City, New Jersey",10/8/2015,1971,verisk.com,https://investor.verisk.com/overview/default.aspx
VZ,Verizon,Communication Services,Integrated Telecommunication Services,"New York City, New York",11/30/1983,1983 (1877),verizon.com/about/investors,https://www.crunchbase.com/organization/verizon-ventures
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,"Cambridge, Massachusetts",9/23/2013,1989,vrtx.com,https://investors.vrtx.com
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Denver, Colorado",6/30/1979,1899,vfc.com,https://vfc.com/investors
VTRS,Viatris,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",4/23/2004,1961,viatris.com,https://investor.viatris.com
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,"New York City, New York",6/8/2022,2017,viciproperties.com,https://viciproperties.com/investors
V,Visa Inc.,Information Technology,Data Processing & Outsourced Services,"San Francisco, California",12/21/2009,1958,investor.visa.com,https://investor.visa.com/
VMC,Vulcan Materials Company,Materials,Construction Materials,"Birmingham, Alabama",6/30/1999,1909,vulcanmaterials.com,https://www.vulcanmaterials.com/investors
WAB,Wabtec,Industrials,Construction Machinery & Heavy Trucks,"Pittsburgh, Pennsylvania",2/27/2019,1999 (1869),wabteccorp.com,https://www.wabteccorp.com/newsroom/press-releases/wabtec-appoints-kyra-yates-as-vice-president-of-investor-relations
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",12/31/1979,2014,walgreensbootsalliance.com,https://investor.walgreensbootsalliance.com
WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",8/31/1982,1962,stock.walmart.com,https://stock.walmart.com/investors
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,"New York City, New York",4/11/2022,2022,wbd.com,https://ir.wbd.com/investor-relations/default.aspx
WM,Waste Management,Industrials,Environmental & Facilities Services,"Houston, Texas",,1968,wm.com,https://investors.wm.com
WAT,Waters Corporation,Health Care,Health Care Distributors,"Milford, Massachusetts",1/2/2002,1958,waters.com,https://ir.amwater.com/ir-home/default.aspx
WEC,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",10/31/2008,1896,wecenergygroup.com,https://www.wecenergygroup.com/invest/investor.htm
WFC,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",6/30/1976,1852,wellsfargo.com,https://www.wellsfargo.com/about/investor-relations/events/
WELL,Welltower,Real Estate,Health Care REITs,"Toledo, Ohio",1/30/2009,1970,welltower.com,https://welltower.com/investor-relations
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",5/22/2020,1923,westpharma.com,https://investor.westpharma.com
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",7/1/2009,1970,westerndigital.com,https://investor.wdc.com/
WRK,WestRock,Materials,Paper Packaging,"Atlanta, Georgia",3/4/1957,2015,westrock.com,https://ir.westrock.com/ir-home/default.aspx
WY,Weyerhaeuser,Real Estate,Specialized REITs,"Seattle, Washington",,1900,weyerhaeuser.com,https://investor.weyerhaeuser.com
WHR,Whirlpool Corporation,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",,1911,whirlpoolcorp.com,https://investors.whirlpoolcorp.com/home/default.aspx
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",3/31/1975,1908,williams.com,https://investor.williams.com
WTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",1/5/2016,2016,wtwco.com/en-us,https://www.vocato.com/en/clients
GWW,W. W. Grainger,Industrials,Industrial Machinery,"Lake Forest, Illinois",6/30/1981,1927,invest.grainger.com,https://invest.grainger.com/home/default.aspx
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",11/14/2008,2002,wynnresorts.com,https://investors.wynnresorts.com
XEL,Xcel Energy,Utilities,Multi-Utilities,"Minneapolis, Minnesota",3/4/1957,1909,xcelenergy.com,https://investors.xcelenergy.com/overview/default.aspx
XYL,Xylem Inc.,Industrials,Industrial Machinery,"White Plains, New York",11/1/2011,2011,xylem.com,https://www.xylem.com/en-us/investors/
YUM,Yum! Brands,Consumer Discretionary,Restaurants,"Louisville, Kentucky",10/6/1997,1997,yum.com,https://investors.yum.com/corporateprofile/default.aspx
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",12/23/2019,1969,zebra.com,https://investors.zebra.com/overview/default.aspx
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,"Warsaw, Indiana",8/7/2001,1927,zimmerbiomet.com,https://quartr.com/companies/zimmer-biomet-holdings-inc_5938
ZION,Zions Bancorporation,Financials,Regional Banks,"Salt Lake City, Utah",6/22/2001,1873,zionsbancorporation.com,https://zionsbancorporation.com/overview/default.aspx
ZTS,Zoetis,Health Care,Pharmaceuticals,"Parsippany, New Jersey",6/21/2013,1952,zoetis.com,https://investor.zoetis.com/home/default.aspx
